TowerID,TowerLat,TowerLon
6c1f0271-70e2-4ea6-bb8b-23b3b0b06117,32.772361,-96.777278
307aa2a7-af7e-41c5-be4b-e8ad4a8fac3f,32.985083,-96.802528
6a3b5a57-2911-424e-9e53-3a7a47edd10c,32.985083,-96.802528
06fe2702-1f88-4dfd-90d6-22c2d3227855,32.985083,-96.802556
f0111611-c482-4268-9d46-032dcbcd5c82,32.772361,-96.777278
2e6f05e4-0d3e-4630-9787-000ba0236201,32.772361,-96.777278
c5320bc2-eb83-4670-9194-1ec1f14bc9d1,32.772361,-96.777278
269b1e26-49c4-4308-8879-8f2d37528c8a,32.985083,-96.802528
84844bb1-1d36-4401-abf4-a3c566c07630,32.895833,-96.901944
26f7441e-e64b-4b9d-8c5a-0eb34f7e919f,32.731611,-96.709417
bf3bf815-3795-4be6-bec3-12b8f713e50d,32.899944,-96.910389
cd9f3b1a-2eb8-4cdb-86d1-5d4c2740b1dc,32.731722,-96.709500
82cd3778-b7bb-44f1-8974-4c866aedf4f7,32.696083,-96.934333
149b01f7-fe73-41d9-af83-7496f959962c,32.695861,-96.937944
d6c359ff-2170-47e7-a2bd-c1ff7cb926e7,32.871111,-96.923556
181cc1d7-4510-4615-9b26-7787b6b06f48,32.870972,-96.923556
78dc86cb-a8f2-4da8-b7c2-ff09e6e73579,32.696083,-96.934333
f0f742a1-23ca-4157-a507-09a48fd7576f,32.695556,-96.938333
cd0ca3a7-1af5-4541-a1a9-460168ccfe5e,32.865806,-96.866028
2172fd91-6015-4ff4-864d-bee9962b53b3,32.865806,-96.864472
04e9ab6c-9e2a-4e10-94b4-55cc9c54bce3,32.865806,-96.864472
85675262-c514-4a77-b4a6-8506a7b75b72,32.846722,-96.836000
bc444700-5d6f-40f7-88ba-aca775116fca,32.853778,-96.847333
2cb9119d-db0f-4097-851c-1e5e4716de85,32.861222,-96.852389
fd58e4aa-8df2-4a3d-999b-c809a7131329,32.922722,-96.757194
11ce3f17-828e-4288-9b3e-077448076217,32.922722,-96.757194
55a7fcf1-8f7b-450f-a332-9f5de4c8b37d,32.770833,-96.685556
5ccb03c0-19c1-4412-9107-dad2e2b544c6,32.705222,-96.840667
5b083b14-784f-447f-882a-591e97e3b3a2,32.721944,-96.892222
09756fb6-223f-43e9-9402-9b90c7048639,32.805667,-96.796667
8a3dca51-1760-4113-b7d8-d515ec6a8407,32.695556,-96.938333
af8c4c52-6d95-4892-86c2-ee80c4831256,32.870972,-96.923556
267195f3-2915-4333-b411-702baead1225,32.870944,-96.923528
4ee91811-4c12-4dad-9167-36d69ae97534,32.922722,-96.757194
4706b572-28c4-4252-891f-aa372c9e13de,32.778250,-96.758167
b3725a1e-87f0-4c9c-91ba-11780509f5e5,32.770833,-96.685556
1231efca-966f-4380-abcf-4751c99e8a96,32.705222,-96.840667
5085f23b-02df-4fd0-8892-d188644151fd,32.720833,-96.832222
02933e88-dbcc-43ba-87a7-49219dd6f97e,32.708333,-96.749167
226a2c8a-edf0-4a11-af32-a3619bbb3ce9,32.997222,-96.798889
a11a02cf-73c6-479c-8cf1-8fbee7917716,32.786556,-96.791250
376ecbf1-75b2-4df5-9eb4-c67a331b85d9,32.985083,-96.802528
bcec0121-164d-406c-8c04-d12870893992,32.731611,-96.709417
78512965-e30b-4734-ae92-47b910fe3d7f,32.899944,-96.910389
ae0cc295-3666-4d33-984b-b2c089b857a2,32.724722,-96.915000
cb350a49-4b2c-4f7b-a607-20912c5cf344,32.695861,-96.937944
8ae142fc-9b22-4aab-9369-dd71bcf0ee9c,32.696083,-96.934333
803d4a99-fdb3-48d2-8b8c-1860f1172cb6,32.724722,-96.915000
2a9baaa7-7cf1-4a9c-98ac-03a35743979a,32.780278,-96.893333
f19e1660-a628-48bf-a0c4-e6f95e48bcf4,32.780278,-96.893333
2048e13a-1d56-49bc-8103-f87e8fafbdb7,32.865806,-96.866028
05d8799b-6538-42a8-be82-a6683fb61b8a,32.868222,-96.865361
0bca4b15-992c-402e-8e25-7a4460bef921,32.865806,-96.866028
36270f42-e169-42a0-8817-96fb6e5a44ee,32.846944,-96.834972
35a5c789-e4c8-4935-be2f-073cf6e04013,32.853778,-96.847333
452e501b-840f-45e1-a093-a771e0494f19,32.846722,-96.836000
4c029e25-657c-476e-8918-ac4cb0f1152f,32.853611,-96.847222
b470d4f4-992c-41fe-8b55-6a5f9062110f,32.917333,-96.759694
a565cbba-0d3a-48f1-9e8b-d4adfc70c216,32.812333,-96.865833
887ab389-e39d-47b6-b21f-cfc88605f522,32.859639,-96.801028
6cc9f429-e28c-43b9-96a4-53a2e79d1141,33.011361,-96.824944
9baa92e7-e990-4e9e-8c0a-4c17cb4ecc7c,32.731611,-96.709417
9b428bb4-ee61-48d9-8b28-0412da6c8f2f,32.672389,-96.931083
e99998e5-3246-4a91-a2f5-6b160a6f41c6,32.870972,-96.923556
31724971-b59a-4e26-a4d9-10ce50b6a099,32.870944,-96.923528
131e71b8-c6d2-487c-b8ea-828033b6f4fc,32.780278,-96.893333
f158db5f-92b8-4a5a-8b78-b8b6529a2a83,32.720833,-96.832222
34771a42-7c29-46fe-95a7-c18d62e174db,32.702778,-96.667222
b510a3a2-95f6-43dd-afe1-777c468df56a,32.700667,-96.914722
c5a759ab-f239-4ad7-89bf-e7df254fd878,32.771833,-96.828972
7152ebff-3971-4a42-b2fa-7b7e13d295a5,32.748750,-96.860111
50b4355c-6a18-42e4-91b1-089db8617ec2,32.966500,-96.803778
cf3466b4-90aa-4beb-bc5d-86ebc07ceef8,32.805833,-96.792500
a67e5c02-cfc6-4613-83ea-00016445619a,32.985083,-96.802528
0f8a76eb-f6c8-497c-9a94-f49bb0577a78,32.908111,-96.805972
48856d2f-e0cc-4c39-bca1-e10335d85dad,32.932000,-96.805639
8ba7e0d7-eb6e-4828-9c70-c469954a627d,32.731611,-96.709417
68a7c128-6ca5-4ad1-a827-fd68b832974d,32.724722,-96.915000
ef6b1833-a906-4590-97b7-b3da20cd9d51,32.810750,-96.893917
5fe344fd-8578-43ac-a4a6-c163b4a7c4dc,32.868222,-96.865361
0b82a190-74be-41e7-9276-5eadfbf86096,32.853778,-96.847333
8157b83e-e987-4d46-99d6-e3be50e187f3,32.853611,-96.847222
506f134a-06e4-4b21-91f6-ce99f73d05f0,32.853778,-96.847333
58445cb1-533e-406d-83a1-3e80f3874e83,32.836944,-96.837500
259b0e31-303a-4f99-b6ec-d5f50471493c,32.922722,-96.757194
3d5658d9-cf8e-40f9-8a0d-26aa2fd9fe9c,32.705222,-96.840667
27a55a6a-eb85-42dc-821f-9ebb1eaa4d11,32.695000,-96.840556
462756d2-ca9d-4721-aab7-0c5ea3072c07,32.695000,-96.840556
9707635b-df0c-40dd-92e7-340fd7e7a525,32.739722,-96.759167
b6f8191b-cf85-4865-aad7-d37940b0346d,32.705222,-96.840667
93747d31-8366-4d1e-b77f-4d9c50656d04,32.741889,-96.857611
5ce4ee6d-25f9-439b-af37-1c0f6b669d65,32.765556,-96.842111
1a412d40-ec22-453c-b644-e9d34e7a63f4,32.950861,-96.800722
ca0017cc-2ec9-424e-a262-535017dab029,32.985083,-96.802556
e2e560a1-8e00-4170-abaf-e450935948f4,32.950861,-96.800722
aa753a06-cdb9-471b-bc26-dd84f0479421,32.911583,-96.892222
1bfc786a-d4c2-464c-bc45-b9aad0c81216,32.731722,-96.709500
d0a4fc5b-dade-4293-a1f7-5d762503bb20,32.868472,-96.865528
79c3cc27-d77a-45b4-a097-21bccd10ed0e,32.853611,-96.847222
54e52f05-827e-4b80-a8f8-63e66b387ad1,32.846722,-96.836000
8e25afbe-adc8-4978-bea7-3fec62722266,32.853778,-96.847333
bf5466e7-854a-4256-9123-83d99240b480,32.922722,-96.757194
c3dff447-6580-46ab-882b-b5dd917c1a25,32.796306,-96.789528
5e891ba4-b5a0-4817-b22b-d6b71aaffdb1,32.770833,-96.685556
9af6e6e3-6edf-4f9d-8268-6a7d73361b00,32.731611,-96.709444
b89cb512-a97a-4687-ba5c-3726d57ff04c,32.703056,-96.604444
0e14fe0e-25fe-445d-ad29-c2595a484be9,32.765556,-96.842111
4485a848-cbab-454f-879f-cb978b95125d,32.775000,-96.805000
fbaed31c-e06e-4404-b083-ed9e5c9de2f6,32.952778,-96.802500
fd995955-8dd9-46e0-ba47-785f4b32a378,33.015250,-96.831472
3902ddfa-101b-4c93-a084-9fd09923dba0,32.891333,-96.917194
0296279d-18c3-4709-853e-3e20496ce444,32.899944,-96.910389
0409e024-d488-439a-ac02-d2f69ad8c12a,32.870944,-96.923528
43c0c076-3e9a-4917-a34f-58255b128e3a,32.718611,-96.918056
7fbc813f-8192-44b0-b4be-9a62013f16ef,32.922722,-96.757194
591ff0a0-3042-4fca-87ec-9871436c3e26,32.922722,-96.757194
f748c831-82af-4efa-bfea-755f18382923,32.710722,-96.800667
7354e78b-e8e6-49df-bd75-64a9ebd4f6f1,32.922722,-96.757194
0de53f0d-2eed-4fad-a5cd-3cbc35b635d5,32.985083,-96.802556
2567c73b-3711-4a31-8683-9d12d56857d8,32.731611,-96.709417
d760c426-4d58-4f9c-9950-b68a3a54612c,32.731611,-96.709417
60161457-ddb5-4b18-bbb2-8b78fd61c1e7,32.888833,-96.895722
de89d847-fec8-41d3-9f62-7f71b44d53e8,32.870944,-96.923528
7202a162-3575-471f-815f-2474cc5b2f67,32.868472,-96.865528
df48bd65-4aa6-4bfd-a904-b1dddcca29b7,32.836944,-96.837500
b0057c38-8fee-4a87-a987-487f0fc244e8,32.922722,-96.757194
28784877-a9e2-4628-af3d-632df0b3d757,32.726556,-96.811472
4dc9f097-75ea-45c6-b153-6a74636a9ab4,32.701056,-96.656056
5ef2822f-cc75-407d-81db-3ed23c25bc13,32.773056,-96.776667
255916de-6cc8-4e23-9788-5cbc1fc76232,32.850833,-96.812500
3261c6b8-9721-43ca-8da1-f06d51f6c9cb,32.708333,-96.749167
67dae36c-5035-4809-a346-51233987e9a2,32.703056,-96.604444
f306a05f-620a-4b47-a64f-efdadc0294e4,32.741889,-96.857611
b39eb337-5811-43c3-a3ab-fddbe4f6d728,32.718333,-96.887222
94c728f9-c3b6-449f-8b0f-8909b978ff00,32.767306,-96.916278
1a11fd13-90e1-4ea8-b5c6-422359761955,32.870944,-96.923528
0182e66b-77ec-480d-b5c3-63cb17b42cb3,32.853611,-96.847222
bbcef480-6eac-48e6-93a8-3cb508f2382e,32.846722,-96.836000
e0a30bd3-cff2-4572-b209-a7c80a1b8e24,32.710722,-96.800667
e35dd3c7-a143-4cb7-9777-50141f94c096,32.702778,-96.667222
b4c7bab6-0df3-49a1-af7f-f7f43a0b7e1e,32.726556,-96.811472
70304bb4-0c6b-49d7-9aa6-9e32da5aa25d,32.771667,-96.800278
a0a81457-0dcf-42f7-8968-f080cd467499,32.796306,-96.789528
3dda2caa-e7a3-4d58-b886-9e2d9ac96ca7,32.985083,-96.802556
c4327e7c-833f-40d8-ac2d-e59770a62a90,32.828333,-96.796528
3bd55948-aa63-4637-9dc7-c8d3c7a97b83,32.810750,-96.893917
6b7b6c09-3a9c-4cdb-b636-bcf9ee151949,32.779000,-96.923056
cba9e46c-7a70-441c-a507-3298d5bc8ff8,32.865806,-96.866028
1f23e440-d1f5-4336-b6dd-e483aca94563,32.781667,-96.722222
3d7931d5-d5bc-4e42-86e2-b14093a0c7f9,32.737500,-96.796111
a7c4c90a-82f1-42d3-8916-1c7434acf0b0,32.708944,-96.749944
d0b21819-2949-47ff-984e-97aea29a49cc,32.703333,-96.925556
4b5e63a4-3cba-47bd-8d88-c10af0d78646,32.847222,-96.872222
f1f9e224-f988-49f9-8122-7e914bc6cb88,32.853778,-96.847333
0176e316-a9f5-420c-a305-629b87905344,32.909167,-96.741944
99062e86-1dc7-4a12-8aae-99ca5476fb9e,32.739722,-96.759167
8cff2e28-e040-43e6-b452-3aef8740f416,32.726556,-96.811472
af76cce5-09dd-42d4-ad2e-70aa8e1a6786,32.748750,-96.860111
525f543d-6454-4200-9de7-ccc73fb8bd01,32.768861,-96.811000
ecd5fcfa-f90a-4f51-87db-5fe2d65110a8,32.966500,-96.803778
6e5318ff-6fc0-4ee9-a198-3be6beba19be,32.810750,-96.893917
57e61ef6-afa6-4f65-8fdd-104a28885475,32.865806,-96.866028
728f155a-0575-4489-985b-7e4330b967cd,32.857278,-96.871056
15fc5c4c-7c72-4bad-a3e3-128422a5a9bb,32.853611,-96.847222
7af01f1c-4713-479a-8a39-dac011010749,32.771667,-96.800278
2875bc2a-401c-4aa2-9573-13b48d35eebc,32.822583,-96.792222
4f3cdf70-2e54-43ca-a482-64710f77f1f8,32.767306,-96.916278
96379d0f-a398-43aa-b173-8087ae48fc5e,32.711972,-96.916861
a722e182-4b8f-48db-97c8-6b5b661ee9c9,32.888833,-96.895722
78fe1d5c-0d4f-4b76-8d69-e4439f086ce7,32.778056,-96.758056
3bebad35-335c-4d69-b796-8d10d7466f8a,32.871111,-96.923556
8e81722f-8ea2-4c82-9adc-7d1da6e6edef,32.810750,-96.893917
03d23383-0deb-43b3-b51f-f211f1dafe08,32.709611,-96.774472
e6c68941-4ba2-4eb6-92c6-a3fa3f16847e,32.703056,-96.604444
daf3d56c-ddfc-45ef-8321-01fe878321d2,32.765556,-96.842111
bc7f9c9f-e77d-4196-9440-452938652c78,32.717667,-96.875194
232edf2b-a92a-4bf2-98ab-029d1f7f9dad,32.822583,-96.792222
acbace18-bf39-4086-93f1-9fb16421ec9f,32.737500,-96.796111
abf4411c-3a5b-4c8d-929f-e0fa3a4a4c48,32.850000,-96.812500
8ad267e5-fa4e-424a-ae24-1761fc38fad9,32.695583,-96.938222
ff52da07-0f48-4d4b-aa41-b654695b33a2,32.708944,-96.749944
f64b5ecb-46b2-4180-abfa-43e470846455,32.695556,-96.938333
7d5e5dbd-e6ee-4f8b-8730-f46443112e96,32.718611,-96.918056
53d58f65-d5e1-4277-b5d2-8d344bc823c0,32.703333,-96.925556
859ef2e9-bf72-46c0-b05f-2195f88fedf0,32.819472,-96.884694
82e3e882-8cf4-4f65-9eaa-3e0dd372a9e5,32.717667,-96.875194
3c13cbaa-d0fb-4eb9-98c1-a8fdf2219a41,32.771833,-96.828972
8df25bc5-0013-4360-b22c-839c56776aba,32.765556,-96.842111
ecfeed1d-3b6d-43d1-b585-fddac4c0de53,32.748750,-96.860111
09bbc5fe-7585-40ab-b681-8d578cf20fe7,32.737500,-96.796111
cdc2a3cb-e0e9-47de-97f3-b51e9f88e026,32.768111,-96.735833
af25b300-cd62-4cf8-bdb4-872c00ebdb3c,32.720833,-96.804444
16736efe-e9f6-432b-85d8-fb3408f282eb,32.786556,-96.791250
45886793-4c38-4473-b0cf-d55ac5923298,32.773056,-96.776667
1f25e438-4786-4352-b2ec-603cfaad10c5,32.750556,-96.694722
695a9517-a0dc-42e3-820d-9253fdfea0ac,32.718611,-96.918056
6926899e-10e0-4e7e-9332-de9922ff10a0,32.703333,-96.925556
83eb83ca-68d4-45f9-b894-ce0334fed024,32.672389,-96.931083
366603fd-b078-4a55-951e-1164fd640cce,32.767306,-96.916278
7b8856ae-7090-414b-b195-acc3b85d3117,32.870972,-96.923556
2f634a26-aaa2-4dfc-b08d-57bd7a6c2d90,32.765556,-96.842111
221af9c3-56c2-4ed8-958d-9100e0821640,32.997222,-96.798889
3d75c707-8262-4837-a796-61cc5d0a19e6,32.771667,-96.800278
149e591e-63b2-4d33-bf64-4b08c5321be0,33.015250,-96.831472
7a30a454-6118-4d1b-9f99-0238399de382,32.853611,-96.847222
eabdd734-7e80-48ab-bc61-c5cba5502f47,32.771833,-96.828972
b5adc71b-9317-43e1-83b6-d68ac6405746,32.868472,-96.865528
fdb8049c-4d87-4b0e-b1d9-2809cf348794,32.868472,-96.865528
88100376-a6cc-47b4-bd48-19809024c7ad,32.748750,-96.860111
3a7fc5bf-01db-46cd-9658-0ec37598d3a8,32.825278,-96.817778
9bf2b52c-b288-46b2-86fa-b972089384ab,32.837778,-96.876389
070271b1-ec8d-4915-aaee-6a33e03bcd8b,32.770833,-96.685556
0a5ae4b4-5e48-4cea-baf3-27e0d58cb0a5,32.779083,-96.731222
52309eeb-29d9-423d-bb31-34e2102ff6e4,32.720833,-96.804722
56cf0c41-df3f-4608-90cd-8eec45da7a60,32.966500,-96.803778
d9f5f9e8-a282-4d54-8ede-1453255db366,32.779528,-96.798806
da709d1c-0e90-4fac-bfb8-87ea8a029c2e,32.828333,-96.796528
90b8d58b-d028-45da-bc3d-48e5e95be63f,32.779000,-96.923056
3cb521b7-4e91-48ca-a086-9a56adba26e7,32.663889,-96.952500
3e77177c-127a-4c27-908b-13e7448142fc,32.950861,-96.800722
c10b0139-96f3-4d63-bb4b-f308a13306eb,32.952778,-96.802500
811bbc94-7f16-406f-960a-10309c2a2dd1,32.779000,-96.923056
043bbe90-8243-490f-9218-71ef2f788bae,32.665556,-96.948889
745553f0-175a-4e3a-b011-6f9f694877e2,32.857278,-96.871056
11c1269e-e4f8-42cb-87b4-18e9c6ff876c,32.701056,-96.656056
5a911331-cbe5-4c67-a8eb-70e2b7198532,32.779806,-96.804722
c6cc8bc6-0362-4800-a2bd-e4fbe2b83751,32.810750,-96.893917
fdcadcba-9ef6-4498-bb9c-963128c94129,32.853611,-96.847222
1812494d-3872-4822-b53b-5d24c83c35ab,32.701056,-96.656056
8311eedc-f3dc-43c5-b992-ecbfafab540b,32.771833,-96.828972
b7c22d1e-3186-4d21-a9e1-cf9ee4e355f1,32.771667,-96.800278
ab2da4c3-b8a5-4490-a915-4b470c3ad283,32.908111,-96.805972
4345fa6d-5dc0-4709-ba93-c4d26a5213c0,32.695556,-96.938333
7a2911e5-72ba-47a9-aef2-37aa72f2a54e,32.891333,-96.917194
ec10e3e2-a85c-4ef0-a151-94370e45c061,32.853611,-96.847222
873ef3ab-6ba7-40b9-b937-b8b5687fd35c,32.985083,-96.802556
d6076115-4d6f-41c6-ad90-1f18e9a55130,32.668889,-96.928056
8b1b88c4-763c-422d-9291-f00e45d0962f,32.718611,-96.918056
e03961e1-bd69-4ceb-b5c4-171abfc55111,32.691111,-96.825528
3bf1d819-1bd2-4ad1-83e4-8d2844112fbb,32.985083,-96.802556
66e6ccbb-cdf0-4a1a-9d20-7e53e311fc33,32.911583,-96.892222
a17ade35-617e-4d70-91c1-8f72935359ff,32.731611,-96.709444
94dda85e-cacc-4507-a667-f33d67b900c8,32.695583,-96.938222
52631a3d-57b7-478f-915e-96203d972da1,32.701056,-96.656056
f2aa49b5-87aa-46b3-a38c-fa5def24dae0,32.765556,-96.842111
33cd3264-5982-4fbb-86d5-071d21918b5c,32.741889,-96.857611
96374726-374d-4dbb-b940-94d2411c9f7e,32.911583,-96.892222
33de4c0f-1ead-4683-92c6-16dbe9aa3e5e,32.672389,-96.931083
f9478a79-d93d-4aff-9955-56594c041ece,32.837778,-96.876389
df31547b-85e9-4673-8d99-145b72e3a33f,32.786667,-96.773333
33868288-e3cd-48f7-aa96-bceead65889d,32.767306,-96.916278
2a5ca140-c03d-4014-800c-be009f7beaa5,32.717667,-96.875194
05585cf9-1d28-4d96-bbfb-135b96fc6bc2,32.695583,-96.938222
3ab22780-7a75-4ca3-839a-901b1e331c3a,32.909167,-96.741944
0fc5f611-1295-42e8-9597-195e82b04e86,32.808167,-96.838611
e15a57a7-4d39-47f1-a8d0-1980d9214a24,32.771667,-96.800278
bd558b07-9083-419d-b028-a4f9d49e226a,32.796306,-96.789528
466d337e-f2f3-40bf-b160-b8e32613939f,32.865806,-96.864472
6f116117-d5a3-48e6-a14e-b99687e898d3,32.720861,-96.804750
29e0e949-ecfd-4e4f-a98f-3a4697388963,32.720833,-96.804444
724282d5-cce6-4f7d-9def-7705f6a88eea,32.720861,-96.804750
3d84555b-1bc1-433f-a828-6eac5b3af76c,32.771833,-96.828972
e7fa6871-1c8d-4138-87bd-eabe9b7ac26d,32.787778,-96.791194
97d6b428-a606-4ff4-bd4a-f7b2c63e5414,32.857278,-96.871056
b0320962-e409-487a-a435-e33ba8123768,32.881111,-96.856389
691e02eb-946b-4576-bfc6-9350782eb937,32.865833,-96.844722
cc89bdc9-c598-43ad-a55c-c0f274b24458,32.857278,-96.871056
fef3c663-7f6a-4c00-97f3-e4bc1ec74e0e,32.786667,-96.773333
8c07e83d-da17-4360-9cee-d71a0bffdec4,32.932000,-96.805639
b619a8b3-6e86-4c3a-8dad-826ab2597c56,32.932000,-96.805639
88f538a4-bcb5-4865-8746-ce2e488a717d,32.828194,-96.796389
ae796a7f-c207-47a7-ac6b-d1f2845ba675,32.997222,-96.798889
7cf8d5e9-1015-48e0-995d-99efbb62033e,32.723056,-96.760583
ccd6b33c-1c52-4eb4-bc07-bb02cfb4d020,32.703333,-96.925556
fe63886a-3d40-4dc3-bd3a-c3f6b7cfec15,32.853611,-96.847222
c531275a-2c1f-4ade-915c-4d410476e6d9,32.796306,-96.789528
757d93c1-95eb-4ff0-a4bb-6667d6a139e7,32.895000,-96.898833
a35bdc48-b2b2-4239-8809-979b5e7fe493,32.720861,-96.804750
64b56597-1854-4d9f-acfb-4bf8155ec13a,32.828333,-96.796528
540a1f12-e848-4fc0-8616-441b292f6998,32.822583,-96.792222
863ce3a5-db06-4585-981b-e7328e115deb,32.748889,-96.898056
a4d312b7-69ae-418d-8c11-2108191daaa2,32.859639,-96.801028
8a761bb2-5a24-4eb6-abc8-031b42172b12,32.750611,-96.723056
66e13032-3e52-41b8-8c8e-5c422bb49491,32.778667,-96.731222
a7ac9b39-fece-43ff-b6ec-8cd6f117bd8d,32.870972,-96.923556
58518f64-76a7-4478-8257-74fc5def6a51,32.771667,-96.800278
acd31f50-eca9-48f7-a957-4563c69d53e3,32.782222,-96.775556
7e4553c7-a297-4bb1-9895-7e493dbba748,32.767306,-96.916278
43761627-5908-4a21-80e0-cfe5281c676b,32.932000,-96.805639
63c16ff2-1f10-4f85-aa52-e1e19beee990,32.672389,-96.931083
0a8a4aa7-ab11-4952-b354-cac865531c06,32.870944,-96.923528
d91f2ace-acbc-45b3-9342-f5f6aa3d8800,32.767306,-96.916278
00b72f6c-9040-4a6b-b31e-b1023e2a7efc,32.695583,-96.938222
c73fc20c-1b17-417f-8e50-ef39bf30f09f,32.857778,-96.864444
d6e861ad-2708-439a-bfdb-ef830905b8f2,32.950861,-96.800722
412ba8e4-ea43-4aae-9660-94332c9580b4,32.997222,-96.798889
b40d0f0d-30f3-4a5e-8926-f55d82d6b04c,32.778972,-96.776694
707edeec-99a3-45ad-8626-29fd62458371,32.899944,-96.910389
b4cabfc9-fb1d-4ab2-b299-b1ce16f47607,32.966500,-96.803778
d912b110-4e58-4053-ab85-ad97403759fb,32.805833,-96.792500
d1d33b53-927b-4ffa-b58e-24f120651b78,32.911583,-96.892222
aeb8ac06-8092-4c35-b91a-e832bb7a7bea,32.779000,-96.923056
f1b8d652-1d31-4a75-8e22-254fdbcaf3ce,32.853611,-96.847222
7a846a5f-c6ce-4c67-9611-06c7ab410482,32.796306,-96.789528
0143012f-34ea-4cb9-a5ca-f8a2338102c4,32.693889,-96.916944
ee266b5d-109a-4ce8-9c98-48dadde31319,32.822583,-96.792222
e098f788-5ece-4052-b7bf-b6b14cffbb66,32.781667,-96.722222
1944918b-b1fd-4cd6-aacb-82b499eab10a,32.723056,-96.760583
6742f3f0-bece-4613-a8c4-a52699615d49,32.997222,-96.798889
2d404d08-0cd1-4f2a-8d05-10c5f14b968e,32.771667,-96.800278
aab904c0-b26e-4725-8d7d-4d0f63a69576,32.778472,-96.775083
a05a92e2-8915-4f86-ba36-8a83b762120a,32.672389,-96.931083
35eb501e-ebbf-467a-81e9-83aa0029d249,32.703333,-96.925556
7012a0f5-d4be-4891-8a16-439cdbb659f5,32.720833,-96.804444
745d15de-9c12-48ee-a403-2b07a1b75ef9,32.737500,-96.796111
d0049e16-57d1-4aa4-b84c-8ded49bb3359,32.720833,-96.804722
19cad46d-cd82-4d86-8678-7580703d5de5,32.805889,-96.830389
2eeb7341-b57e-491a-b00a-9a0e3a4a34d0,32.771667,-96.800278
87ceaad8-f8e1-44a1-8ff8-fa469e258677,32.864167,-96.836944
